source_id,label
2196515681846404480,-1
5961420624121402240,-1
3829068867436034560,768
3829152494743851264,768
3829168231504158464,768
3829175928085760512,-1
3830548668353018240,-1
3830664185793363072,768
2249842064512744448,976
4658036034205554560,4000
6069844698374074752,4071
6069936546245596672,4071
6070005265722895744,41
6070279765673406080,-1
5947541798077431168,-1
5947699092648110848,-1
5937092108273913472,-1
5937141861198838656,1531
5937145125443115008,5139
5937202815372459392,-1
6030024068083166720,4837
6030057667552653184,5047
6030069388510534272,-1
6027749006681482624,2419
6027776735008392704,2892
4152190419738335360,-1
2054199500952967808,-1
4071620131820407808,5722
4071620857669332224,5722
4071700327427088128,5722
4071724246109727104,5722
4071751424671718912,5722
4071785406476729984,5722
5901086705937928064,3318
4312107312235434880,-1
2242125730564543232,-1
5278227971688298112,5051
5278238386986042112,-1
5278275903524641792,-1
5278316344953617664,-1
5278348711811715072,6992
5278390050869538944,-1
5278459144020189056,-1
5278464229252998784,-1
4318026429971061248,-1
5277299983875740288,2382
5277652583510600576,-1
5278085383074986880,-1
5278115924582050816,-1
5278233434903917568,-1
5278244468663838720,-1
5278259582653060096,6744
5278277827669971968,-1
5278338644409446144,-1
5278356717633938560,-1
5278383655663826304,-1
5278406745410299520,5005
5278413960954898432,6109
5278440589752069504,-1
5278533567202810496,-1
5278558168778105984,-1
5278592528514676608,6759
5278648844126706176,-1
5278656094032776192,5308
5278699906998037632,-1
5278767041624446592,-1
5278772715283634560,-1
1836698508794444544,763
1836995518675196800,-1
1837066570311302784,-1
5793510561290688000,-1
2196636937365463936,808
2269129014589017088,902
5961446084705998720,-1
5961474946920162944,-1
5961475256145938688,-1
5961490438797003008,5291
3829149063065350144,768
3829181941039993600,767
3829023272063531008,768
